workload	lanes	touch	repeat	logical_4k_iops	first_hop_Gibitps	branch_or_ref_Gibitps	payload_copy_bytes	payload_reference_bytes	control_descriptor_bytes	observed_payload_touch_bytes	local_memory_traffic_bytes_lower_bound	payload_slots_per_lane	ack_records	acks	ack_wait_seconds	voluntary_ctxt_switches	involuntary_ctxt_switches	migrations	sync_wait_p50_ns	ack_wait_p50_ns	dirty_window_wait_p50_ns	fan_leaf_sync_wait_p50_ns	fan_leaf_ack_wait_p50_ns	lane_cpu_map
zcnblk-shm-mirror-dirty-cache	8	full	1	24671699	269.481	538.961	0	32768000000	768000000	16384000000	17152000000	8192	8192	976	0.256643	0	3676	0	3000	105000	0	3000	34000	lane0:client_cpu0->fan_cpu1->leaf0_cpu2+leaf1_cpu3,lane1:client_cpu4->fan_cpu5->leaf0_cpu6+leaf1_cpu7,lane2:client_cpu8->fan_cpu9->leaf0_cpu10+leaf1_cpu11,lane3:client_cpu12->fan_cpu13->leaf0_cpu14+leaf1_cpu15,lane4:client_cpu16->fan_cpu17->leaf0_cpu18+leaf1_cpu19,lane5:client_cpu20->fan_cpu21->leaf0_cpu22+leaf1_cpu23,lane6:client_cpu24->fan_cpu25->leaf0_cpu26+leaf1_cpu27,lane7:client_cpu28->fan_cpu29->leaf0_cpu30+leaf1_cpu31
zcnblk-shm-mirror-dirty-cache	8	full	2	22771264	248.723	497.446	0	32768000000	768000000	16384000000	17152000000	8192	8192	976	0.209458	0	4240	0	5000	154000	0	2000	38000	lane0:client_cpu0->fan_cpu1->leaf0_cpu2+leaf1_cpu3,lane1:client_cpu4->fan_cpu5->leaf0_cpu6+leaf1_cpu7,lane2:client_cpu8->fan_cpu9->leaf0_cpu10+leaf1_cpu11,lane3:client_cpu12->fan_cpu13->leaf0_cpu14+leaf1_cpu15,lane4:client_cpu16->fan_cpu17->leaf0_cpu18+leaf1_cpu19,lane5:client_cpu20->fan_cpu21->leaf0_cpu22+leaf1_cpu23,lane6:client_cpu24->fan_cpu25->leaf0_cpu26+leaf1_cpu27,lane7:client_cpu28->fan_cpu29->leaf0_cpu30+leaf1_cpu31
