# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 133K of event 'cycles:k'
# Event count (approx.): 157463091563
#
# Overhead  Symbol                                    IPC   [IPC Coverage]
# ........  ........................................  ....................
#
     0.00%  [k] _perf_event_disable                   -      -            
     0.00%  [k] get_random_u16                        -      -            
     0.00%  [k] task_rq_unlock                        -      -            
     0.00%  [k] update_sd_lb_stats.constprop.0        -      -            
     0.00%  [k] invoke_syscall                        -      -            
     0.00%  [k] get_recent_times                      -      -            
     0.00%  [k] memblock_is_map_memory                -      -            
     0.00%  [k] sched_balance_domains                 -      -            
     0.00%  [k] generic_exec_single                   -      -            
     0.00%  [k] sched_setaffinity                     -      -            
     0.00%  [k] __arch_copy_from_user                 -      -            
     0.00%  [k] cap_task_setscheduler                 -      -            
     0.00%  [k] pfn_is_map_memory                     -      -            
     0.00%  [k] _inline_copy_from_user                -      -            
     0.00%  [k] __check_heap_object                   -      -            
     0.00%  [k] security_task_setscheduler            -      -            
     0.00%  [k] _perf_ioctl                           -      -            
     0.00%  [k] perf_event_ctx_lock_nested.isra.0     -      -            
     0.00%  [k] __arm64_sys_ioctl                     -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
