start_time,end_time,data_consumed_MB,MB_per_second,messages,messages_per_second,rebalance_time_ms,fetch_time_ms,fetch_MB_per_second,fetch_messages_per_second
2026-08-08 18:05:14:736, 2026-08-08 18:05:15:774, 78.1250, 75.2649, 20000, 19267.8227, 883, 155, 504.0323, 129032.2581
