PERF WARNING: requested SO_SNDBUF=16777216 bytes via URING_PLAY_SOCKET_BUFFER_BYTES but kernel reports 8388608 bytes; raise net.core.wmem_max/net.core.rmem_max and tcp_wmem/tcp_rmem before trusting high-IOPS TCP fan context-switch numbers
PERF WARNING: requested SO_RCVBUF=16777216 bytes via URING_PLAY_SOCKET_BUFFER_BYTES but kernel reports 8388608 bytes; raise net.core.wmem_max/net.core.rmem_max and tcp_wmem/tcp_rmem before trusting high-IOPS TCP fan context-switch numbers
zcnblk-shm-target-remote-connect: lane=0 address=127.0.0.1:46026->127.0.0.1:29000 tcp_nodelay=true quickack=false socket_buffer_bytes=16777216
zcnblk-shm-target-remote-connect: lane=1 address=127.0.0.1:46996->127.0.0.1:29001 tcp_nodelay=true quickack=false socket_buffer_bytes=16777216
zcnblk-shm-target: device=/dev/zcnblk-shmctl backend=WalTcp channels=2 ring_entries=512 payload_entries=8192 slot_bytes=4096 region_bytes=67379200 capacity_bytes=8589934592 kick_batch=128 lease_release_batch=1 writeback_batch=4096 read_batch=512 read_batch_fill_us=0 read_batch_fill_min=32 write_batch_fill_us=0 write_batch_fill_min=256 remote_leaf=127.0.0.1:46026->127.0.0.1:29000 cpu_list=1,9 owner_dispatch=false owner_count=2 owner_extent_records=256 owner_max_tx_iovecs=960 split_transport=false transport_cpu_list=inline transport_wait=adaptive poll_us=1000 busy_poll_us=1000 busy_hysteresis_us=10000 poll_clock_check_spins=64 wait_policy=fixed-active ordering=per-lane-batch+sector-predecessor+global-sync-hwm shared_payload_slots=true payload_ownership=submit-sequence-token-transfer placement_owner=downstream-userspace-stage block_client_placement=no representative=true 
zcnblk-shm-target-topology: coordinator_cpu=none-lane-owned foreground_lane_cpu_map=lane0:cpu1,lane1:cpu9 transport_lane_cpu_map=lane0:cpu1,lane1:cpu9 remote_ports=127.0.0.1:46026->127.0.0.1:29000,127.0.0.1:46996->127.0.0.1:29001 ordering=per-lane-batch+sector-predecessor+global-sync-hwm
zcnblk-shm-target-wal-debug: channel=1 req_cons=131 req_prod=131 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=1 logical_hwm=29578 remote_hwm=29579 sync_epoch=29579 sync_requested_epoch=29579 sync_announcements=1 sync_committed_hwm=29577 release_hwm=0
zcnblk-shm-target-wal-debug: channel=0 req_cons=29448 req_prod=29448 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=29578 remote_hwm=29579 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=29579 release_hwm=0
zcnblk-shm-target-wal-debug: channel=1 req_cons=6043 req_prod=6063 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=36644 remote_hwm=36644 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=36644 release_hwm=0
zcnblk-shm-target-wal-debug: channel=0 req_cons=30601 req_prod=30643 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=38095 remote_hwm=38095 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=38095 release_hwm=0
zcnblk-shm-target-wal-debug: channel=1 req_cons=7494 req_prod=7494 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=61809 remote_hwm=61809 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=61809 release_hwm=0
zcnblk-shm-target-wal-debug: channel=0 req_cons=54317 req_prod=54317 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=1 logical_hwm=61810 remote_hwm=61811 sync_epoch=61811 sync_requested_epoch=61811 sync_announcements=1 sync_committed_hwm=61809 release_hwm=0
zcnblk-shm-target-wal-debug: channel=0 req_cons=73322 req_prod=73358 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=80816 remote_hwm=80816 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=80816 release_hwm=0
zcnblk-shm-target-wal-debug: channel=1 req_cons=7494 req_prod=7494 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=80816 remote_hwm=80816 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=80816 release_hwm=0
zcnblk-shm-target-wal-debug: channel=0 req_cons=91048 req_prod=91048 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=101034 remote_hwm=101035 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=101035 release_hwm=0
zcnblk-shm-target-wal-debug: channel=1 req_cons=9987 req_prod=9988 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=101035 remote_hwm=101035 sync_epoch=0 sync_requested_epoch=0 sync_announcements=0 sync_committed_hwm=101035 release_hwm=0
zcnblk-shm-target-wal-debug: channel=0 req_cons=111335 req_prod=111335 pending_send=0 pending_front_submit=0 pending_front_predecessor=0 transport_pending=false in_flight=0 lane_completion_ready=0 lane_completions=0 logical_hwm=151770 remote_hwm=151771 sync_epoch=0 sync_requested_epoch=0 sync_announcements=1 sync_committed_hwm=151771 release_hwm=0
