i-0e77327f5f6b7e2da	None	None	2023-01-06T19:12:48+00:00	None	None	us-east-1	None	stopped	i4i.2xlarge
i-05a690e3116f723d4	None	None	2023-01-15T17:43:44+00:00	cheap-kubernetes-master-test-02	None	us-east-1	None	stopped	t4g.small
i-01214c2d75958e9d0	None	None	2023-10-22T22:37:58+00:00	rob-test-liburing	None	us-east-1	None	stopped	c6id.metal
i-0fe9ceae646614f23	None	None	2026-06-03T15:32:10+00:00	slopmud-az1-raft-n1	None	us-east-1	None	running	t3a.nano
i-057d27c8df243f299	None	None	2026-05-24T05:52:10+00:00	slopmud-az1-gateway	None	us-east-1	None	running	t3a.micro
i-0b02a71d234b449de	None	None	2026-06-03T14:47:44+00:00	slopmud-az1-raft-n0	None	us-east-1	None	running	t3a.nano
i-0e2e6bad311099e22	None	None	2026-06-03T15:35:12+00:00	slopmud-az1-raft-n2	None	us-east-1	None	running	t3a.nano
