tag,tree,transport,mode,workers,per_worker_qd,aggregate_qd,fua,variant,cohort,observed_cohorts,cohort_complete,repeat,ops_per_sec,latency_avg_us,latency_p50_us,latency_p95_us,latency_p99_us,cpu_ns_per_op,reported_completion,completion_semantic,source
current-nvmet-read-w1-qd8,current,nvme-tcp,read,1,8,8,false,curve,1,1,true,3,64541,123.54,97.0,103.0,2000.0,12048.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w1-qd8/results.log
current-nvmet-read-w1-qd8,current,nvme-tcp,read,1,8,8,false,curve,1,1,true,4,63889,124.807,97.0,105.0,2000.0,12203.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w1-qd8/results.log
current-nvmet-read-w2-qd128,current,nvme-tcp,read,2,128,256,false,curve,1,1,true,1,312691,814.919,787.0,919.0,948.0,4338.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd128/results.log
current-nvmet-read-w2-qd128,current,nvme-tcp,read,2,128,256,false,curve,1,1,true,2,312252,814.529,787.0,920.0,950.0,4340.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd128/results.log
current-nvmet-read-w2-qd128,current,nvme-tcp,read,2,128,256,false,curve,1,1,true,3,314399,809.417,781.0,911.0,938.0,4306.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd128/results.log
current-nvmet-read-w2-qd128,current,nvme-tcp,read,2,128,256,false,curve,1,1,true,4,311323,816.645,789.0,924.0,952.0,4354.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd128/results.log
current-nvmet-read-w2-qd256,current,nvme-tcp,read,2,256,512,false,curve,1,1,true,1,288281,1767.639,2000.0,2000.0,2000.0,4315.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd256/results.log
current-nvmet-read-w2-qd256,current,nvme-tcp,read,2,256,512,false,curve,1,1,true,2,287221,1772.661,2000.0,2000.0,2000.0,4321.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd256/results.log
current-nvmet-read-w2-qd256,current,nvme-tcp,read,2,256,512,false,curve,1,1,true,3,285906,1775.847,2000.0,2000.0,2000.0,4329.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd256/results.log
current-nvmet-read-w2-qd256,current,nvme-tcp,read,2,256,512,false,curve,1,1,true,4,282425,1793.778,2000.0,2000.0,2000.0,4383.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd256/results.log
current-nvmet-read-w2-qd32,current,nvme-tcp,read,2,32,64,false,curve,1,1,true,1,287618,219.853,250.0,296.0,310.0,4416.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd32/results.log
current-nvmet-read-w2-qd32,current,nvme-tcp,read,2,32,64,false,curve,1,1,true,2,287840,219.191,249.0,296.0,309.0,4415.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd32/results.log
current-nvmet-read-w2-qd32,current,nvme-tcp,read,2,32,64,false,curve,1,1,true,3,287548,219.547,250.0,296.0,309.0,4422.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd32/results.log
current-nvmet-read-w2-qd32,current,nvme-tcp,read,2,32,64,false,curve,1,1,true,4,288979,218.17,249.0,295.0,307.0,4398.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd32/results.log
current-nvmet-read-w2-qd64,current,nvme-tcp,read,2,64,128,false,curve,1,1,true,1,165296,773.289,788.0,890.0,966.0,9062.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd64/results.log
current-nvmet-read-w2-qd64,current,nvme-tcp,read,2,64,128,false,curve,1,1,true,2,165370,773.263,789.0,891.0,968.0,9066.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd64/results.log
current-nvmet-read-w2-qd64,current,nvme-tcp,read,2,64,128,false,curve,1,1,true,3,165329,772.981,788.0,888.0,959.0,9064.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd64/results.log
current-nvmet-read-w2-qd64,current,nvme-tcp,read,2,64,128,false,curve,1,1,true,4,165089,774.348,790.0,892.0,972.0,9071.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-read-w2-qd64/results.log
current-nvmet-rw-w1-qd1-repeat2,current,nvme-tcp,rw,1,1,1,false,curve-repeat2,1,1,true,1,23361,42.749,39.0,44.0,53.0,38458.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat2/results.log
current-nvmet-rw-w1-qd1-repeat2,current,nvme-tcp,rw,1,1,1,false,curve-repeat2,1,1,true,2,23353,42.763,39.0,44.0,53.0,38399.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat2/results.log
current-nvmet-rw-w1-qd1-repeat2,current,nvme-tcp,rw,1,1,1,false,curve-repeat2,1,1,true,3,23375,42.723,39.0,44.0,53.0,38408.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat2/results.log
current-nvmet-rw-w1-qd1-repeat2,current,nvme-tcp,rw,1,1,1,false,curve-repeat2,1,1,true,4,23405,42.67,39.0,44.0,53.0,38338.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat2/results.log
current-nvmet-rw-w1-qd1-repeat3,current,nvme-tcp,rw,1,1,1,false,curve-repeat3,1,1,true,1,28165,35.449,32.0,36.0,45.0,31168.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat3/results.log
current-nvmet-rw-w1-qd1-repeat3,current,nvme-tcp,rw,1,1,1,false,curve-repeat3,1,1,true,2,28111,35.514,32.0,36.0,45.0,31193.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat3/results.log
current-nvmet-rw-w1-qd1-repeat3,current,nvme-tcp,rw,1,1,1,false,curve-repeat3,1,1,true,3,28136,35.485,32.0,36.0,46.0,31152.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat3/results.log
current-nvmet-rw-w1-qd1-repeat3,current,nvme-tcp,rw,1,1,1,false,curve-repeat3,1,1,true,4,27986,35.673,32.0,36.0,46.0,31342.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd1-repeat3/results.log
current-nvmet-rw-w1-qd16,current,nvme-tcp,rw,1,16,16,false,curve,1,1,true,1,84992,187.3,133.0,248.0,3000.0,8876.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd16/results.log
current-nvmet-rw-w1-qd16,current,nvme-tcp,rw,1,16,16,false,curve,1,1,true,2,74504,213.808,132.0,248.0,3000.0,8915.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd16/results.log
current-nvmet-rw-w1-qd16,current,nvme-tcp,rw,1,16,16,false,curve,1,1,true,3,51742,308.269,135.0,247.0,3000.0,9050.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd16/results.log
current-nvmet-rw-w1-qd16,current,nvme-tcp,rw,1,16,16,false,curve,1,1,true,4,43412,367.596,133.0,249.0,3000.0,9022.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd16/results.log
current-nvmet-rw-w1-qd2-resume,current,nvme-tcp,rw,1,2,2,false,curve-resume,1,1,true,1,43645,45.739,39.0,49.0,54.0,18589.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd2-resume/results.log
current-nvmet-rw-w1-qd2-resume,current,nvme-tcp,rw,1,2,2,false,curve-resume,1,1,true,2,43291,46.112,39.0,48.0,54.0,18618.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd2-resume/results.log
current-nvmet-rw-w1-qd2-resume,current,nvme-tcp,rw,1,2,2,false,curve-resume,1,1,true,3,42110,47.41,39.0,48.0,53.0,18289.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd2-resume/results.log
current-nvmet-rw-w1-qd2-resume,current,nvme-tcp,rw,1,2,2,false,curve-resume,1,1,true,4,43896,45.476,39.0,48.0,54.0,18484.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd2-resume/results.log
current-nvmet-rw-w1-qd4,current,nvme-tcp,rw,1,4,4,false,curve,1,1,true,1,66025,60.46,47.0,64.0,72.0,10979.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4/results.log
current-nvmet-rw-w1-qd4,current,nvme-tcp,rw,1,4,4,false,curve,1,1,true,2,62649,63.724,47.0,64.0,72.0,11054.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4/results.log
current-nvmet-rw-w1-qd4,current,nvme-tcp,rw,1,4,4,false,curve,1,1,true,3,10466,382.066,47.0,64.0,72.0,10867.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4/results.log
current-nvmet-rw-w1-qd4,current,nvme-tcp,rw,1,4,4,false,curve,1,1,true,4,64535,61.858,47.0,64.0,72.0,11011.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4/results.log
current-nvmet-rw-w1-qd4-repeat,current,nvme-tcp,rw,1,4,4,false,curve-repeat,1,1,true,1,66645,59.896,46.0,63.0,71.0,10950.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4-repeat/results.log
current-nvmet-rw-w1-qd4-repeat,current,nvme-tcp,rw,1,4,4,false,curve-repeat,1,1,true,2,46662,85.604,46.0,63.0,71.0,10763.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4-repeat/results.log
current-nvmet-rw-w1-qd4-repeat,current,nvme-tcp,rw,1,4,4,false,curve-repeat,1,1,true,3,52474,76.108,46.0,63.0,72.0,10828.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4-repeat/results.log
current-nvmet-rw-w1-qd4-repeat,current,nvme-tcp,rw,1,4,4,false,curve-repeat,1,1,true,4,36228,110.292,46.0,63.0,71.0,10830.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd4-repeat/results.log
current-nvmet-rw-w1-qd8,current,nvme-tcp,rw,1,8,8,false,curve,1,1,true,1,64447,123.71,96.0,106.0,2000.0,12348.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd8/results.log
current-nvmet-rw-w1-qd8,current,nvme-tcp,rw,1,8,8,false,curve,1,1,true,2,65318,122.052,97.0,106.0,2000.0,12139.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd8/results.log
current-nvmet-rw-w1-qd8,current,nvme-tcp,rw,1,8,8,false,curve,1,1,true,3,59535,133.952,97.0,103.0,2000.0,12031.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd8/results.log
current-nvmet-rw-w1-qd8,current,nvme-tcp,rw,1,8,8,false,curve,1,1,true,4,43467,183.625,97.0,105.0,2000.0,12082.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w1-qd8/results.log
current-nvmet-rw-w2-qd128,current,nvme-tcp,rw,2,128,256,false,curve,1,1,true,1,273668,914.177,871.0,2000.0,2000.0,4806.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd128/results.log
current-nvmet-rw-w2-qd128,current,nvme-tcp,rw,2,128,256,false,curve,1,1,true,2,280129,902.306,868.0,2000.0,2000.0,4796.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd128/results.log
current-nvmet-rw-w2-qd128,current,nvme-tcp,rw,2,128,256,false,curve,1,1,true,3,258204,942.101,870.0,2000.0,2000.0,4818.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd128/results.log
current-nvmet-rw-w2-qd128,current,nvme-tcp,rw,2,128,256,false,curve,1,1,true,4,252835,952.103,871.0,2000.0,2000.0,4814.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd128/results.log
current-nvmet-rw-w2-qd256,current,nvme-tcp,rw,2,256,512,false,curve,1,1,true,1,279038,1794.042,2000.0,2000.0,2000.0,4785.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd256/results.log
current-nvmet-rw-w2-qd256,current,nvme-tcp,rw,2,256,512,false,curve,1,1,true,2,275074,1806.108,2000.0,2000.0,2000.0,4779.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd256/results.log
current-nvmet-rw-w2-qd256,current,nvme-tcp,rw,2,256,512,false,curve,1,1,true,3,268436,1832.775,2000.0,2000.0,2000.0,4788.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd256/results.log
current-nvmet-rw-w2-qd256,current,nvme-tcp,rw,2,256,512,false,curve,1,1,true,4,267417,1831.102,2000.0,2000.0,2000.0,4770.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd256/results.log
current-nvmet-rw-w2-qd32-resume2,current,nvme-tcp,rw,2,32,64,false,curve-resume2,1,1,true,1,156474,408.181,419.0,499.0,524.0,10019.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd32-resume2/results.log
current-nvmet-rw-w2-qd32-resume2,current,nvme-tcp,rw,2,32,64,false,curve-resume2,1,1,true,2,154546,406.303,418.0,499.0,521.0,10016.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd32-resume2/results.log
current-nvmet-rw-w2-qd32-resume2,current,nvme-tcp,rw,2,32,64,false,curve-resume2,1,1,true,3,148130,417.274,417.0,499.0,522.0,10040.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd32-resume2/results.log
current-nvmet-rw-w2-qd32-resume2,current,nvme-tcp,rw,2,32,64,false,curve-resume2,1,1,true,4,154788,412.164,420.0,499.0,526.0,10018.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd32-resume2/results.log
current-nvmet-rw-w2-qd64,current,nvme-tcp,rw,2,64,128,false,curve,1,1,true,1,155534,821.986,845.0,936.0,2000.0,10161.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd64/results.log
current-nvmet-rw-w2-qd64,current,nvme-tcp,rw,2,64,128,false,curve,1,1,true,2,155960,819.748,843.0,935.0,1000.0,10144.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd64/results.log
current-nvmet-rw-w2-qd64,current,nvme-tcp,rw,2,64,128,false,curve,1,1,true,3,155614,821.945,847.0,939.0,2000.0,10148.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd64/results.log
current-nvmet-rw-w2-qd64,current,nvme-tcp,rw,2,64,128,false,curve,1,1,true,4,155618,821.593,846.0,938.0,2000.0,10129.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-rw-w2-qd64/results.log
current-nvmet-write-w1-qd16,current,nvme-tcp,write,1,16,16,false,curve,1,1,true,1,86051,185.021,128.0,243.0,3000.0,9224.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd16/results.log
current-nvmet-write-w1-qd16,current,nvme-tcp,write,1,16,16,false,curve,1,1,true,2,87705,181.506,128.0,244.0,3000.0,9008.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd16/results.log
current-nvmet-write-w1-qd16,current,nvme-tcp,write,1,16,16,false,curve,1,1,true,3,39307,406.144,129.0,243.0,3000.0,9018.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd16/results.log
current-nvmet-write-w1-qd16,current,nvme-tcp,write,1,16,16,false,curve,1,1,true,4,32750,487.624,129.0,243.0,3000.0,9090.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd16/results.log
current-nvmet-write-w1-qd2,current,nvme-tcp,write,1,2,2,false,curve,1,1,true,1,37429,53.34,46.0,56.0,61.0,23066.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd2/results.log
current-nvmet-write-w1-qd2,current,nvme-tcp,write,1,2,2,false,curve,1,1,true,2,37747,52.894,46.0,55.0,61.0,22841.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd2/results.log
current-nvmet-write-w1-qd2,current,nvme-tcp,write,1,2,2,false,curve,1,1,true,3,37509,53.228,46.0,56.0,61.0,22998.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd2/results.log
current-nvmet-write-w1-qd2,current,nvme-tcp,write,1,2,2,false,curve,1,1,true,4,36304,54.997,46.0,55.0,61.0,22960.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd2/results.log
current-nvmet-write-w1-qd4,current,nvme-tcp,write,1,4,4,false,curve,1,1,true,1,67526,59.122,47.0,64.0,73.0,11218.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd4/results.log
current-nvmet-write-w1-qd4,current,nvme-tcp,write,1,4,4,false,curve,1,1,true,2,32970,121.211,46.0,64.0,73.0,11210.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd4/results.log
current-nvmet-write-w1-qd4,current,nvme-tcp,write,1,4,4,false,curve,1,1,true,3,12678,315.382,46.0,64.0,73.0,11301.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd4/results.log
current-nvmet-write-w1-qd4,current,nvme-tcp,write,1,4,4,false,curve,1,1,true,4,49071,81.399,47.0,64.0,73.0,11276.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd4/results.log
