tag,tree,transport,mode,workers,per_worker_qd,aggregate_qd,fua,variant,cohort,observed_cohorts,cohort_complete,repeats,analyzed_repeats,mean_iops,min_iops,max_iops,spread_pct,all_repeat_mean_iops,latency_avg_us,latency_p50_us,latency_p95_us,latency_p99_us,cpu_ns_per_op,reported_completion,completion_semantic,source
current-efa-write-w1-qd1-fua,current,efa,write,1,1,1,true,curve-fua,1,1,true,4,"2,3,4",16101,16091,16113,0.137,15885,62.055,61.0,65.0,67.667,62108.9,per-write-fua-dsync,remote-fua-drain,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w1-qd1-fua/results.log
current-efa-write-w1-qd16,current,efa,write,1,16,16,false,curve,2,2,true,4,"2,3,4",206401,205743,207283,0.746,184905,76.732,65.667,123.0,128.0,4845.1,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w1-qd16/results.log
current-efa-write-w1-qd2,current,efa,write,1,2,2,false,curve,2,2,true,4,"2,3,4",71597,71490,71762,0.38,68045,27.828,6.0,110.0,114.0,13967.3,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w1-qd2/results.log
current-efa-write-w1-qd4,current,efa,write,1,4,4,false,curve,2,2,true,4,"2,3,4",120176,119867,120459,0.493,111344,33.08,7.333,105.0,109.0,8321.2,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w1-qd4/results.log
current-efa-write-w1-qd8,current,efa,write,1,8,8,false,curve,2,2,true,4,"2,3,4",129976,129905,130066,0.124,119828,61.139,60.0,63.0,114.333,7693.8,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w1-qd8/results.log
current-efa-write-w2-qd128,current,efa,write,2,128,256,false,curve,1,1,true,4,"2,3,4",603223,603095,603475,0.063,542544,422.452,399.0,466.0,468.0,3302.9,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w2-qd128/results.log
current-efa-write-w2-qd256,current,efa,write,2,256,512,false,curve,1,1,true,4,"2,3,4",607465,607280,607669,0.064,545956,840.741,853.333,859.667,862.667,3285.8,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w2-qd256/results.log
current-efa-write-w2-qd32,current,efa,write,2,32,64,false,curve,1,1,true,4,"2,3,4",589840,589363,590537,0.199,532054,107.978,132.0,136.0,138.667,3383.1,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w2-qd32/results.log
current-efa-write-w2-qd64,current,efa,write,2,64,128,false,curve,1,1,true,4,"2,3,4",589047,588153,589787,0.277,531506,216.764,203.0,272.0,274.667,3391.5,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-efa-write-w2-qd64/results.log
current-tcp-read-w1-qd16,current,tcp,read,1,16,16,false,curve,1,1,true,4,"2,3,4",141994,141947,142042,0.067,142017,111.945,119.0,122.0,123.333,7042.6,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w1-qd16/results.log
current-tcp-read-w1-qd2,current,tcp,read,1,2,2,false,curve,1,1,true,4,"2,3,4",36685,36612,36741,0.352,36775,54.464,62.0,66.0,80.0,27259.5,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w1-qd2/results.log
current-tcp-read-w1-qd4,current,tcp,read,1,4,4,false,curve,1,1,true,4,"2,3,4",89472,89280,89586,0.342,89434,44.65,44.0,58.0,64.667,11176.8,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w1-qd4/results.log
current-tcp-read-w1-qd8,current,tcp,read,1,8,8,false,curve,1,1,true,4,"2,3,4",79482,79413,79536,0.155,79444,100.278,114.0,117.0,118.0,12581.5,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w1-qd8/results.log
current-tcp-read-w2-qd128,current,tcp,read,2,128,256,false,curve,1,1,true,4,"2,3,4",563943,563938,563947,0.002,563944,453.605,455.333,520.0,564.0,3546.5,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w2-qd128/results.log
current-tcp-read-w2-qd256,current,tcp,read,2,256,512,false,curve,1,1,true,4,"2,3,4",564034,564030,564036,0.001,564043,907.309,905.333,2000.0,2000.0,3545.9,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w2-qd256/results.log
current-tcp-read-w2-qd32,current,tcp,read,2,32,64,false,curve,1,1,true,4,"2,3,4",421370,421278,421454,0.042,421292,151.434,130.667,186.0,191.0,4734.2,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w2-qd32/results.log
current-tcp-read-w2-qd64,current,tcp,read,2,64,128,false,curve,1,1,true,4,"2,3,4",541171,541084,541275,0.035,541087,235.714,255.0,265.0,270.0,3687.7,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-read-w2-qd64/results.log
current-tcp-rw-w1-qd16,current,tcp,rw,1,16,16,false,curve,1,1,true,4,"2,3,4",182178,182149,182193,0.024,182182,87.199,65.0,128.333,130.667,5489.2,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w1-qd16/results.log
current-tcp-rw-w1-qd2,current,tcp,rw,1,2,2,false,curve,1,1,true,4,"2,3,4",68352,68312,68386,0.108,68337,29.171,33.0,66.0,73.0,14630.5,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w1-qd2/results.log
current-tcp-rw-w1-qd4,current,tcp,rw,1,4,4,false,curve,1,1,true,4,"2,3,4",110060,109712,110469,0.688,109960,36.21,37.0,76.0,87.667,9086.1,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w1-qd4/results.log
current-tcp-rw-w1-qd8,current,tcp,rw,1,8,8,false,curve,1,1,true,4,"2,3,4",117038,116887,117240,0.302,116879,67.969,60.0,117.0,119.667,8544.4,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w1-qd8/results.log
current-tcp-rw-w2-qd128,current,tcp,rw,2,128,256,false,curve,1,1,true,4,"2,3,4",602926,602724,603190,0.077,603039,423.515,401.333,469.0,531.333,3313.5,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w2-qd128/results.log
current-tcp-rw-w2-qd256,current,tcp,rw,2,256,512,false,curve,1,1,true,4,"2,3,4",601303,600567,601859,0.215,601428,849.395,861.0,931.333,936.333,3319.8,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w2-qd256/results.log
current-tcp-rw-w2-qd32,current,tcp,rw,2,32,64,false,curve,1,1,true,4,"2,3,4",471858,471361,472789,0.303,472280,134.679,133.0,194.0,245.0,4223.1,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w2-qd32/results.log
current-tcp-rw-w2-qd64,current,tcp,rw,2,64,128,false,curve,1,1,true,4,"2,3,4",593673,593506,593824,0.054,593824,214.963,201.0,270.0,325.333,3367.3,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-rw-w2-qd64/results.log
current-tcp-write-w1-qd1,current,tcp,write,1,1,1,false,curve,1,1,true,4,"2,3,4",77302,77276,77337,0.079,77286,12.884,5.0,47.0,64.0,12936.5,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w1-qd1/results.log
current-tcp-write-w1-qd1-fua,current,tcp,write,1,1,1,true,curve-fua,1,1,true,4,"2,3,4",17434,17417,17458,0.235,17444,57.308,57.0,61.0,74.333,57361.7,per-write-fua-dsync,remote-fua-drain,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w1-qd1-fua/results.log
current-tcp-write-w1-qd16,current,tcp,write,1,16,16,false,curve,2,2,true,4,"2,3,4",188902,188757,188985,0.121,188848,83.915,66.0,123.0,127.0,5293.9,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w1-qd16/results.log
current-tcp-write-w1-qd2,current,tcp,write,1,2,2,false,curve,1,1,true,4,"2,3,4",118390,118070,118793,0.611,118380,16.788,6.0,56.0,72.0,8446.9,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w1-qd2/results.log
current-tcp-write-w1-qd4,current,tcp,write,1,4,4,false,curve,1,1,true,4,"2,3,4",164666,163981,165009,0.624,164546,24.088,7.0,72.0,91.0,6073.0,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w1-qd4/results.log
current-tcp-write-w1-qd8,current,tcp,write,1,8,8,false,curve,1,1,true,4,"2,3,4",127951,127885,127985,0.078,127940,62.116,60.0,64.0,116.0,7815.7,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w1-qd8/results.log
current-tcp-write-w2-qd128,current,tcp,write,2,128,256,false,curve,2,2,true,4,"2,3,4",569956,568569,572441,0.679,569562,444.576,399.333,590.667,987.0,3475.9,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w2-qd128/results.log
current-tcp-write-w2-qd256,current,tcp,write,2,256,512,false,curve,1,1,true,4,"2,3,4",572390,571940,572954,0.177,572368,887.869,840.333,2000.0,2000.0,3469.9,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w2-qd256/results.log
current-tcp-write-w2-qd32,current,tcp,write,2,32,64,false,curve,1,1,true,4,"2,3,4",571955,571554,572197,0.112,571913,111.238,132.0,137.0,183.667,3487.4,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w2-qd32/results.log
current-tcp-write-w2-qd64,current,tcp,write,2,64,128,false,curve,1,1,true,4,"2,3,4",572343,571275,572955,0.294,572526,222.727,201.0,272.0,417.0,3484.8,ordinary-device-ack,early-local-dirty-lease-ack,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/current-tcp-write-w2-qd64/results.log
gate-current-efa-read-w1-qd1,current,efa,read,1,1,1,false,gate,1,1,true,4,"2,3,4",44864,44815,44928,0.252,44885,22.237,23.0,26.0,26.0,22289.8,ordinary-device-ack,remote-read-completion,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/gate-current-efa-read-w1-qd1/results.log
gate-current-efa-rw-w1-qd1,current,efa,rw,1,1,1,false,gate,1,1,true,4,"2,3,4",72550,72509,72621,0.154,72502,13.729,5.0,30.0,43.0,13783.8,ordinary-device-ack,mixed-remote-reads-and-early-local-writes,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/client/gate-current-efa-rw-w1-qd1/results.log
