start_time,end_time,data_consumed_MB,MB_per_second,messages,messages_per_second,rebalance_time_ms,fetch_time_ms,fetch_MB_per_second,fetch_messages_per_second
2026-08-08 11:42:50:102, 2026-08-08 11:42:50:846, 78.1250, 105.0067, 20000, 26881.7204, 638, 106, 737.0283, 188679.2453
