start_time,end_time,data_consumed_MB,MB_per_second,messages,messages_per_second,rebalance_time_ms,fetch_time_ms,fetch_MB_per_second,fetch_messages_per_second
2026-08-08 11:21:43:668, 2026-08-08 11:21:43:935, 0.9766, 3.6575, 1000, 3745.3184, 240, 27, 36.1690, 37037.0370
